YEAR,REGION,GENDER,AGE_GROUP,STUDENT_COUNT,POPULATION,STUDENTS_PER_100K
2024,Auvergne-Rhône-Alpes,Total,30-34 ans,13,500021,260
2024,Auvergne-Rhône-Alpes,Total,35-39 ans,10,525684,190
2024,Auvergne-Rhône-Alpes,Total,40-44 ans,11,534059,210
2024,Auvergne-Rhône-Alpes,Total,45-49 ans,8,500194,160
2024,Auvergne-Rhône-Alpes,Total,50-54 ans,3,547801,50
2024,Auvergne-Rhône-Alpes,Total,55-59 ans,1,530093,20
2024,Auvergne-Rhône-Alpes,Total,60 ans ou plus,2,2227978,10
2024,Bourgogne-Franche-Comté,F,20-24 ans,,69173,
2024,Bourgogne-Franche-Comté,F,25-29 ans,,68927,
2024,Bourgogne-Franche-Comté,F,30-34 ans,,74088,
2024,Bourgogne-Franche-Comté,F,35-39 ans,,82006,
2024,Bourgogne-Franche-Comté,F,40-44 ans,1,84743,120
2024,Bourgogne-Franche-Comté,F,45-49 ans,,81853,
2024,Bourgogne-Franche-Comté,F,50-54 ans,,94337,
2024,Bourgogne-Franche-Comté,F,55-59 ans,,95436,
2024,Bourgogne-Franche-Comté,F,60 ans ou plus,,481541,
2024,Bourgogne-Franche-Comté,M,20-24 ans,4,78362,510
2024,Bourgogne-Franche-Comté,M,25-29 ans,3,72601,410
2024,Bourgogne-Franche-Comté,M,30-34 ans,4,75239,530
2024,Bourgogne-Franche-Comté,M,35-39 ans,2,79900,250
2024,Bourgogne-Franche-Comté,M,40-44 ans,1,83663,120
2024,Bourgogne-Franche-Comté,M,45-49 ans,,80928,
2024,Bourgogne-Franche-Comté,M,50-54 ans,,93416,
2024,Bourgogne-Franche-Comté,M,55-59 ans,,93527,
2024,Bourgogne-Franche-Comté,M,60 ans ou plus,,392583,
2024,Bourgogne-Franche-Comté,Total,20-24 ans,4,147535,270
2024,Bourgogne-Franche-Comté,Total,25-29 ans,3,141528,210
2024,Bourgogne-Franche-Comté,Total,30-34 ans,4,149327,270
2024,Bourgogne-Franche-Comté,Total,35-39 ans,2,161906,120
2024,Bourgogne-Franche-Comté,Total,40-44 ans,2,168406,120
2024,Bourgogne-Franche-Comté,Total,45-49 ans,,162781,
2024,Bourgogne-Franche-Comté,Total,50-54 ans,,187753,
2024,Bourgogne-Franche-Comté,Total,55-59 ans,,188963,
2024,Bourgogne-Franche-Comté,Total,60 ans ou plus,,874124,
2024,Bretagne,F,20-24 ans,1,89502,110
2024,Bretagne,F,25-29 ans,2,85533,230
2024,Bretagne,F,30-34 ans,3,92365,320
2024,Bretagne,F,35-39 ans,1,101772,100
2024,Bretagne,F,40-44 ans,,107394,
2024,Bretagne,F,45-49 ans,2,103417,190
2024,Bretagne,F,50-54 ans,,117320,
2024,Bretagne,F,55-59 ans,,114677,
2024,Bretagne,F,60 ans ou plus,,588778,
2024,Bretagne,M,20-24 ans,3,97516,310
2024,Bretagne,M,25-29 ans,3,89853,330
2024,Bretagne,M,30-34 ans,4,93523,430
2024,Bretagne,M,35-39 ans,2,99723,200
2024,Bretagne,M,40-44 ans,4,105807,380
2024,Bretagne,M,45-49 ans,1,103461,100
2024,Bretagne,M,50-54 ans,,117441,
2024,Bretagne,M,55-59 ans,1,111660,90
2024,Bretagne,M,60 ans ou plus,,471265,
2024,Bretagne,Non renseigne,25-29 ans,1,175386,60
2024,Bretagne,Non renseigne,30-34 ans,1,185888,50
2024,Bretagne,Non renseigne,35-39 ans,1,201495,50
2024,Bretagne,Total,20-24 ans,4,187018,210
2024,Bretagne,Total,25-29 ans,6,175386,340
2024,Bretagne,Total,30-34 ans,8,185888,430
2024,Bretagne,Total,35-39 ans,4,201495,200
2024,Bretagne,Total,40-44 ans,4,213201,190
2024,Bretagne,Total,45-49 ans,3,206878,150
2024,Bretagne,Total,50-54 ans,,234761,
2024,Bretagne,Total,55-59 ans,1,226337,40
2024,Bretagne,Total,60 ans ou plus,,1060043,
2024,Centre-Val de Loire,F,20-24 ans,,63860,
2024,Centre-Val de Loire,F,25-29 ans,1,64319,160
2024,Centre-Val de Loire,F,30-34 ans,,70657,
2024,Centre-Val de Loire,F,35-39 ans,1,77449,130
2024,Centre-Val de Loire,F,40-44 ans,1,79432,130
2024,Centre-Val de Loire,F,45-49 ans,,76632,
2024,Centre-Val de Loire,F,50-54 ans,,88728,
2024,Centre-Val de Loire,F,55-59 ans,,87682,
2024,Centre-Val de Loire,F,60 ans ou plus,,433381,
2024,Centre-Val de Loire,M,20-24 ans,2,69151,290
2024,Centre-Val de Loire,M,25-29 ans,5,65418,760
2024,Centre-Val de Loire,M,30-34 ans,3,68747,440
2024,Centre-Val de Loire,M,35-39 ans,6,73618,820
2024,Centre-Val de Loire,M,40-44 ans,3,76066,390
2024,Centre-Val de Loire,M,45-49 ans,1,75392,130
2024,Centre-Val de Loire,M,50-54 ans,1,86285,120
2024,Centre-Val de Loire,M,55-59 ans,1,84525,120
2024,Centre-Val de Loire,M,60 ans ou plus,,351290,
2024,Centre-Val de Loire,Non renseigne,30-34 ans,1,139404,70
2024,Centre-Val de Loire,Total,20-24 ans,2,133011,150
2024,Centre-Val de Loire,Total,25-29 ans,6,129737,460
2024,Centre-Val de Loire,Total,30-34 ans,4,139404,290
2024,Centre-Val de Loire,Total,35-39 ans,7,151067,460
2024,Centre-Val de Loire,Total,40-44 ans,4,155498,260
2024,Centre-Val de Loire,Total,45-49 ans,1,152024,70
2024,Centre-Val de Loire,Total,50-54 ans,1,175013,60
2024,Centre-Val de Loire,Total,55-59 ans,1,172207,60
2024,Centre-Val de Loire,Total,60 ans ou plus,,784671,
2024,Corse,F,20-24 ans,,8201,
2024,Corse,F,25-29 ans,,8911,
2024,Corse,F,30-34 ans,,10652,
2024,Corse,F,35-39 ans,,11622,
2024,Corse,F,40-44 ans,,12438,
2024,Corse,F,45-49 ans,,11649,
2024,Corse,F,50-54 ans,,12417,
2024,Corse,F,55-59 ans,,12391,
2024,Corse,F,60 ans ou plus,,61085,
2024,Corse,M,20-24 ans,,8212,
2024,Corse,M,25-29 ans,,8424,
2024,Corse,M,30-34 ans,,10359,
2024,Corse,M,35-39 ans,,10623,
2024,Corse,M,40-44 ans,,11795,
2024,Corse,M,45-49 ans,,10880,
2024,Corse,M,50-54 ans,,12293,
2024,Corse,M,55-59 ans,,12085,
2024,Corse,M,60 ans ou plus,,52054,
2024,Corse,Total,20-24 ans,,16413,
2024,Corse,Total,25-29 ans,,17335,
2024,Corse,Total,30-34 ans,,21011,
2024,Corse,Total,35-39 ans,,22245,
2024,Corse,Total,40-44 ans,,24233,
2024,Corse,Total,45-49 ans,,22529,
2024,Corse,Total,50-54 ans,,24710,
2024,Corse,Total,55-59 ans,,24476,
2024,Corse,Total,60 ans ou plus,,113139,
2024,DROM,F,20-24 ans,,64606,
2024,DROM,F,25-29 ans,,64757,
2024,DROM,F,30-34 ans,1,74273,130
2024,DROM,F,35-39 ans,,75577,
2024,DROM,F,40-44 ans,1,74185,130
2024,DROM,F,45-49 ans,1,70810,140
2024,DROM,F,50-54 ans,,75754,
2024,DROM,F,55-59 ans,,78432,
2024,DROM,F,60 ans ou plus,,260746,
2024,DROM,M,20-24 ans,,59250,
2024,DROM,M,25-29 ans,1,51814,190
2024,DROM,M,30-34 ans,2,57072,350
2024,DROM,M,35-39 ans,,58963,
2024,DROM,M,40-44 ans,1,58735,170
2024,DROM,M,45-49 ans,2,59968,330
2024,DROM,M,50-54 ans,,66573,
2024,DROM,M,55-59 ans,,70856,
2024,DROM,M,60 ans ou plus,,217834,
2024,DROM,Total,20-24 ans,,123856,
2024,DROM,Total,25-29 ans,1,116571,90
2024,DROM,Total,30-34 ans,3,131345,230
2024,DROM,Total,35-39 ans,,134540,
2024,DROM,Total,40-44 ans,2,132920,150
2024,DROM,Total,45-49 ans,3,130778,230
2024,DROM,Total,50-54 ans,,142327,
2024,DROM,Total,55-59 ans,,149288,
2024,DROM,Total,60 ans ou plus,,478580,
2024,Grand Est,F,20-24 ans,1,152653,70
2024,Grand Est,F,25-29 ans,2,151302,130
2024,Grand Est,F,30-34 ans,2,163485,120
2024,Grand Est,F,35-39 ans,1,175809,60
2024,Grand Est,F,40-44 ans,,177761,
2024,Grand Est,F,45-49 ans,,165728,
2024,Grand Est,F,50-54 ans,1,188786,50
2024,Grand Est,F,55-59 ans,,189493,
2024,Grand Est,F,60 ans ou plus,,874904,
2024,Grand Est,M,20-24 ans,4,165252,240
2024,Grand Est,M,25-29 ans,10,157330,640
2024,Grand Est,M,30-34 ans,7,164129,430
2024,Grand Est,M,35-39 ans,11,170903,640
2024,Grand Est,M,40-44 ans,3,173027,170
2024,Grand Est,M,45-49 ans,6,165888,360
2024,Grand Est,M,50-54 ans,1,184599,50
2024,Grand Est,M,55-59 ans,1,185014,50
2024,Grand Est,M,60 ans ou plus,,711298,
2024,Grand Est,Non renseigne,30-34 ans,1,327614,30
2024,Grand Est,Non renseigne,35-39 ans,3,346712,90
2024,Grand Est,Non renseigne,45-49 ans,3,331616,90
2024,Grand Est,Non renseigne,50-54 ans,1,373385,30
2024,Grand Est,Total,20-24 ans,5,317905,160
2024,Grand Est,Total,25-29 ans,12,308632,390
2024,Grand Est,Total,30-34 ans,10,327614,310
2024,Grand Est,Total,35-39 ans,15,346712,430
2024,Grand Est,Total,40-44 ans,3,350788,90
2024,Grand Est,Total,45-49 ans,9,331616,270
2024,Grand Est,Total,50-54 ans,3,373385,80
2024,Grand Est,Total,55-59 ans,1,374507,30
2024,Grand Est,Total,60 ans ou plus,,1586202,
2024,Hauts-de-France,F,20-24 ans,,180798,
2024,Hauts-de-France,F,25-29 ans,1,168684,60
2024,Hauts-de-France,F,30-34 ans,2,178548,110
2024,Hauts-de-France,F,35-39 ans,2,194351,100
2024,Hauts-de-France,F,40-44 ans,,194518,
2024,Hauts-de-France,F,45-49 ans,,183072,
2024,Hauts-de-France,F,50-54 ans,,197643,
2024,Hauts-de-France,F,55-59 ans,,190767,
2024,Hauts-de-France,F,60 ans ou plus,,871036,
2024,Hauts-de-France,M,20-24 ans,8,187277,430
2024,Hauts-de-France,M,25-29 ans,12,167593,720
2024,Hauts-de-France,M,30-34 ans,6,174658,340
2024,Hauts-de-France,M,35-39 ans,7,187727,370
2024,Hauts-de-France,M,40-44 ans,2,190633,100
2024,Hauts-de-France,M,45-49 ans,5,180248,280
2024,Hauts-de-France,M,50-54 ans,3,195404,150
2024,Hauts-de-France,M,55-59 ans,3,184923,160
2024,Hauts-de-France,M,60 ans ou plus,,678088,
2024,Hauts-de-France,Non renseigne,25-29 ans,1,336277,30
2024,Hauts-de-France,Non renseigne,30-34 ans,2,353206,60
2024,Hauts-de-France,Non renseigne,35-39 ans,2,382078,50
2024,Hauts-de-France,Non renseigne,45-49 ans,1,363320,30
2024,Hauts-de-France,Non renseigne,50-54 ans,1,393047,30
2024,Hauts-de-France,Total,20-24 ans,8,368075,220
2024,Hauts-de-France,Total,25-29 ans,14,336277,420
2024,Hauts-de-France,Total,30-34 ans,10,353206,280
2024,Hauts-de-France,Total,35-39 ans,11,382078,290
2024,Hauts-de-France,Total,40-44 ans,2,385151,50
2024,Hauts-de-France,Total,45-49 ans,6,363320,170
2024,Hauts-de-France,Total,50-54 ans,4,393047,100
2024,Hauts-de-France,Total,55-59 ans,3,375690,80
2024,Hauts-de-France,Total,60 ans ou plus,,1549124,
2024,Normandie,F,20-24 ans,,88333,
2024,Normandie,F,25-29 ans,,86507,
2024,Normandie,F,30-34 ans,1,92971,110
2024,Normandie,F,35-39 ans,3,101555,300
2024,Normandie,F,40-44 ans,1,103530,100
2024,Normandie,F,45-49 ans,1,97518,100
2024,Normandie,F,50-54 ans,1,110853,90
2024,Normandie,F,55-59 ans,,111213,
2024,Normandie,F,60 ans ou plus,,556982,
2024,Normandie,M,20-24 ans,3,95488,310
2024,Normandie,M,25-29 ans,2,87545,230
2024,Normandie,M,30-34 ans,3,92519,320
2024,Normandie,M,35-39 ans,2,98730,200
2024,Normandie,M,40-44 ans,2,100620,200
2024,Normandie,M,45-49 ans,,95117,
2024,Normandie,M,50-54 ans,1,108524,90
2024,Normandie,M,55-59 ans,,106024,
2024,Normandie,M,60 ans ou plus,,440775,
2024,Normandie,Non renseigne,30-34 ans,1,185490,50
2024,Normandie,Non renseigne,35-39 ans,2,200285,100
2024,Normandie,Non renseigne,45-49 ans,1,192635,50
2024,Normandie,Total,20-24 ans,3,183821,160
2024,Normandie,Total,25-29 ans,2,174052,110
2024,Normandie,Total,30-34 ans,5,185490,270
2024,Normandie,Total,35-39 ans,7,200285,350
2024,Normandie,Total,40-44 ans,3,204150,150
2024,Normandie,Total,45-49 ans,2,192635,100
2024,Normandie,Total,50-54 ans,2,219377,90
2024,Normandie,Total,55-59 ans,,217237,
2024,Normandie,Total,60 ans ou plus,,997757,
2024,Nouvelle-Aquitaine,F,20-24 ans,2,154708,130
2024,Nouvelle-Aquitaine,F,25-29 ans,3,152099,200
2024,Nouvelle-Aquitaine,F,30-34 ans,3,168301,180
2024,Nouvelle-Aquitaine,F,35-39 ans,4,183666,220
2024,Nouvelle-Aquitaine,F,40-44 ans,4,193950,210
2024,Nouvelle-Aquitaine,F,45-49 ans,,187998,
2024,Nouvelle-Aquitaine,F,50-54 ans,2,214332,90
2024,Nouvelle-Aquitaine,F,55-59 ans,1,213500,50
2024,Nouvelle-Aquitaine,F,60 ans ou plus,,1097037,
2024,Nouvelle-Aquitaine,M,20-24 ans,3,167150,180
2024,Nouvelle-Aquitaine,M,25-29 ans,13,153734,850
2024,Nouvelle-Aquitaine,M,30-34 ans,11,164004,670
2024,Nouvelle-Aquitaine,M,35-39 ans,5,176676,280
2024,Nouvelle-Aquitaine,M,40-44 ans,3,185604,160
2024,Nouvelle-Aquitaine,M,45-49 ans,2,181980,110
2024,Nouvelle-Aquitaine,M,50-54 ans,5,206914,240
2024,Nouvelle-Aquitaine,M,55-59 ans,1,201878,50
2024,Nouvelle-Aquitaine,M,60 ans ou plus,,881629,
2024,Nouvelle-Aquitaine,Non renseigne,35-39 ans,2,360342,60
2024,Nouvelle-Aquitaine,Non renseigne,45-49 ans,1,369978,30
2024,Nouvelle-Aquitaine,Total,20-24 ans,5,321858,160
2024,Nouvelle-Aquitaine,Total,25-29 ans,16,305833,520
2024,Nouvelle-Aquitaine,Total,30-34 ans,14,332305,420
2024,Nouvelle-Aquitaine,Total,35-39 ans,11,360342,310
2024,Nouvelle-Aquitaine,Total,40-44 ans,7,379554,180
2024,Nouvelle-Aquitaine,Total,45-49 ans,3,369978,80
2024,Nouvelle-Aquitaine,Total,50-54 ans,7,421246,170
2024,Nouvelle-Aquitaine,Total,55-59 ans,2,415378,50
2024,Nouvelle-Aquitaine,Total,60 ans ou plus,,1978666,
2024,Occitanie,F,20-24 ans,,168591,
2024,Occitanie,F,25-29 ans,2,163043,120
2024,Occitanie,F,30-34 ans,6,175509,340
2024,Occitanie,F,35-39 ans,3,187446,160
2024,Occitanie,F,40-44 ans,3,195936,150
2024,Occitanie,F,45-49 ans,,186761,
2024,Occitanie,F,50-54 ans,1,209112,50
2024,Occitanie,F,55-59 ans,,209325,
2024,Occitanie,F,60 ans ou plus,,1032706,
2024,Occitanie,M,20-24 ans,3,177783,170
2024,Occitanie,M,25-29 ans,7,164730,420
2024,Occitanie,M,30-34 ans,11,171554,640
2024,Occitanie,M,35-39 ans,5,178331,280
2024,Occitanie,M,40-44 ans,4,185590,220
2024,Occitanie,M,45-49 ans,2,180337,110
2024,Occitanie,M,50-54 ans,2,200718,100
2024,Occitanie,M,55-59 ans,1,197840,50
2024,Occitanie,M,60 ans ou plus,,840808,
2024,Occitanie,Non renseigne,25-29 ans,3,327773,90
2024,Occitanie,Non renseigne,30-34 ans,1,347063,30
2024,Occitanie,Non renseigne,35-39 ans,1,365777,30
2024,Occitanie,Non renseigne,40-44 ans,1,381526,30
2024,Occitanie,Total,20-24 ans,3,346374,90
2024,Occitanie,Total,25-29 ans,12,327773,370
2024,Occitanie,Total,30-34 ans,18,347063,520
2024,Occitanie,Total,35-39 ans,9,365777,250
2024,Occitanie,Total,40-44 ans,8,381526,210
2024,Occitanie,Total,45-49 ans,2,367098,50
2024,Occitanie,Total,50-54 ans,3,409830,70
2024,Occitanie,Total,55-59 ans,1,407165,20
2024,Occitanie,Total,60 ans ou plus,,1873514,
2024,Pays de la Loire,F,20-24 ans,,107083,
2024,Pays de la Loire,F,25-29 ans,1,103048,100
2024,Pays de la Loire,F,30-34 ans,4,110656,360
2024,Pays de la Loire,F,35-39 ans,,120118,
2024,Pays de la Loire,F,40-44 ans,2,126263,160
2024,Pays de la Loire,F,45-49 ans,,119912,
2024,Pays de la Loire,F,50-54 ans,1,129805,80
2024,Pays de la Loire,F,55-59 ans,1,123456,80
2024,Pays de la Loire,F,60 ans ou plus,,613439,
2024,Pays de la Loire,M,20-24 ans,1,115871,90
2024,Pays de la Loire,M,25-29 ans,4,105648,380
2024,Pays de la Loire,M,30-34 ans,3,111504,270
2024,Pays de la Loire,M,35-39 ans,1,117596,90
2024,Pays de la Loire,M,40-44 ans,2,124062,160
2024,Pays de la Loire,M,45-49 ans,1,120524,80
2024,Pays de la Loire,M,50-54 ans,,130086,
2024,Pays de la Loire,M,55-59 ans,1,121107,80
2024,Pays de la Loire,M,60 ans ou plus,,494155,
2024,Pays de la Loire,Non renseigne,25-29 ans,3,208696,140
2024,Pays de la Loire,Non renseigne,30-34 ans,1,222160,50
2024,Pays de la Loire,Non renseigne,35-39 ans,1,237714,40
2024,Pays de la Loire,Total,20-24 ans,1,222954,40
2024,Pays de la Loire,Total,25-29 ans,8,208696,380
2024,Pays de la Loire,Total,30-34 ans,8,222160,360
2024,Pays de la Loire,Total,35-39 ans,2,237714,80
2024,Pays de la Loire,Total,40-44 ans,4,250325,160
2024,Pays de la Loire,Total,45-49 ans,1,240436,40
2024,Pays de la Loire,Total,50-54 ans,1,259891,40
2024,Pays de la Loire,Total,55-59 ans,2,244563,80
2024,Pays de la Loire,Total,60 ans ou plus,,1107594,
2024,Provence-Alpes-Côte d'Azur,F,20-24 ans,,132925,
2024,Provence-Alpes-Côte d'Azur,F,25-29 ans,7,135599,520
2024,Provence-Alpes-Côte d'Azur,F,30-34 ans,1,152482,70
2024,Provence-Alpes-Côte d'Azur,F,35-39 ans,1,163415,60
2024,Provence-Alpes-Côte d'Azur,F,40-44 ans,2,167875,120
2024,Provence-Alpes-Côte d'Azur,F,45-49 ans,2,159306,130
2024,Provence-Alpes-Côte d'Azur,F,50-54 ans,1,178005,60
2024,Provence-Alpes-Côte d'Azur,F,55-59 ans,1,183582,50
2024,Provence-Alpes-Côte d'Azur,F,60 ans ou plus,,904351,
2024,Provence-Alpes-Côte d'Azur,M,20-24 ans,,139432,
2024,Provence-Alpes-Côte d'Azur,M,25-29 ans,3,133845,220
2024,Provence-Alpes-Côte d'Azur,M,30-34 ans,9,142919,630
2024,Provence-Alpes-Côte d'Azur,M,35-39 ans,9,151759,590
2024,Provence-Alpes-Côte d'Azur,M,40-44 ans,2,156917,130
2024,Provence-Alpes-Côte d'Azur,M,45-49 ans,3,152441,200
2024,Provence-Alpes-Côte d'Azur,M,50-54 ans,3,168554,180
2024,Provence-Alpes-Côte d'Azur,M,55-59 ans,2,168575,120
2024,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,,709964,
2024,Provence-Alpes-Côte d'Azur,Non renseigne,25-29 ans,1,269444,40
2024,Provence-Alpes-Côte d'Azur,Non renseigne,30-34 ans,1,295401,30
2024,Provence-Alpes-Côte d'Azur,Non renseigne,35-39 ans,2,315174,60
2024,Provence-Alpes-Côte d'Azur,Total,20-24 ans,,272357,
2024,Provence-Alpes-Côte d'Azur,Total,25-29 ans,11,269444,410
2024,Provence-Alpes-Côte d'Azur,Total,30-34 ans,11,295401,370
2024,Provence-Alpes-Côte d'Azur,Total,35-39 ans,12,315174,380
2024,Provence-Alpes-Côte d'Azur,Total,40-44 ans,4,324792,120
2024,Provence-Alpes-Côte d'Azur,Total,45-49 ans,5,311747,160
2024,Provence-Alpes-Côte d'Azur,Total,50-54 ans,4,346559,120
2024,Provence-Alpes-Côte d'Azur,Total,55-59 ans,3,352157,90
2024,Provence-Alpes-Côte d'Azur,Total,60 ans ou plus,,1614315,
2024,Île-de-France,F,20-24 ans,4,427035,90
2024,Île-de-France,F,25-29 ans,33,443743,740
2024,Île-de-France,F,30-34 ans,30,459192,650
2024,Île-de-France,F,35-39 ans,21,455079,460
2024,Île-de-France,F,40-44 ans,8,439141,180
2024,Île-de-France,F,45-49 ans,10,406382,250
2024,Île-de-France,F,50-54 ans,2,408392,50
2024,Île-de-France,F,55-59 ans,1,387164,30
2024,Île-de-France,F,60 ans ou plus,,1492141,
2024,Île-de-France,M,20-24 ans,12,415708,290
2024,Île-de-France,M,25-29 ans,57,423707,1350
2024,Île-de-France,M,30-34 ans,39,435474,900
2024,Île-de-France,M,35-39 ans,35,424579,820
2024,Île-de-France,M,40-44 ans,25,412624,610
2024,Île-de-France,M,45-49 ans,16,401052,400
2024,Île-de-France,M,50-54 ans,10,399422,250
2024,Île-de-France,M,55-59 ans,2,367112,50
2024,Île-de-France,M,60 ans ou plus,1,1180487,10
2024,Île-de-France,Non renseigne,25-29 ans,2,867450,20
2024,Île-de-France,Non renseigne,30-34 ans,10,894666,110
2024,Île-de-France,Non renseigne,35-39 ans,11,879658,130
2024,Île-de-France,Non renseigne,40-44 ans,8,851765,90
2024,Île-de-France,Non renseigne,45-49 ans,1,807434,10
2024,Île-de-France,Non renseigne,50-54 ans,3,807814,40
2024,Île-de-France,Non renseigne,55-59 ans,4,754276,50
2024,Île-de-France,Total,20-24 ans,16,842743,190
2024,Île-de-France,Total,25-29 ans,92,867450,1060
2024,Île-de-France,Total,30-34 ans,79,894666,880
2024,Île-de-France,Total,35-39 ans,67,879658,760
2024,Île-de-France,Total,40-44 ans,41,851765,480
2024,Île-de-France,Total,45-49 ans,27,807434,330
2024,Île-de-France,Total,50-54 ans,15,807814,190
2024,Île-de-France,Total,55-59 ans,7,754276,90
2024,Île-de-France,Total,60 ans ou plus,1,2672628,0
2025,Auvergne-Rhône-Alpes,F,20-24 ans,3,229471,130
2025,Auvergne-Rhône-Alpes,F,25-29 ans,5,231531,220
2025,Auvergne-Rhône-Alpes,F,30-34 ans,4,250779,160
2025,Auvergne-Rhône-Alpes,F,35-39 ans,4,269068,150
2025,Auvergne-Rhône-Alpes,F,40-44 ans,2,274129,70
2025,Auvergne-Rhône-Alpes,F,45-49 ans,1,251756,40
2025,Auvergne-Rhône-Alpes,F,50-54 ans,2,272818,70
2025,Auvergne-Rhône-Alpes,F,55-59 ans,2,266580,80
2025,Auvergne-Rhône-Alpes,F,60 ans ou plus,,1248519,
2025,Auvergne-Rhône-Alpes,M,20-24 ans,9,243068,370
2025,Auvergne-Rhône-Alpes,M,25-29 ans,18,235447,760
2025,Auvergne-Rhône-Alpes,M,30-34 ans,16,249204,640
2025,Auvergne-Rhône-Alpes,M,35-39 ans,6,259958,230
2025,Auvergne-Rhône-Alpes,M,40-44 ans,11,262980,420
2025,Auvergne-Rhône-Alpes,M,45-49 ans,2,247438,80
2025,Auvergne-Rhône-Alpes,M,50-54 ans,1,272223,40
2025,Auvergne-Rhône-Alpes,M,55-59 ans,1,261726,40
2025,Auvergne-Rhône-Alpes,M,60 ans ou plus,2,1015863,20
2025,Auvergne-Rhône-Alpes,Non renseigne,20-24 ans,1,472539,20
2025,Auvergne-Rhône-Alpes,Non renseigne,30-34 ans,2,499983,40
2025,Auvergne-Rhône-Alpes,Non renseigne,40-44 ans,1,537109,20
2025,Auvergne-Rhône-Alpes,Total,20-24 ans,13,472539,280
2025,Auvergne-Rhône-Alpes,Total,25-29 ans,23,466978,490
2025,Auvergne-Rhône-Alpes,Total,30-34 ans,22,499983,440
2025,Auvergne-Rhône-Alpes,Total,35-39 ans,10,529026,190
2025,Auvergne-Rhône-Alpes,Total,40-44 ans,14,537109,260
2025,Auvergne-Rhône-Alpes,Total,45-49 ans,3,499194,60
2025,Auvergne-Rhône-Alpes,Total,50-54 ans,3,545041,60
2025,Auvergne-Rhône-Alpes,Total,55-59 ans,3,528306,60
2025,Auvergne-Rhône-Alpes,Total,60 ans ou plus,2,2264382,10
2025,Bourgogne-Franche-Comté,F,20-24 ans,,69717,
2025,Bourgogne-Franche-Comté,F,25-29 ans,1,69372,140
2025,Bourgogne-Franche-Comté,F,30-34 ans,2,73041,270
2025,Bourgogne-Franche-Comté,F,35-39 ans,2,82046,240
2025,Bourgogne-Franche-Comté,F,40-44 ans,,84835,
2025,Bourgogne-Franche-Comté,F,45-49 ans,1,80679,120
2025,Bourgogne-Franche-Comté,F,50-54 ans,,93315,
2025,Bourgogne-Franche-Comté,F,55-59 ans,,94606,
2025,Bourgogne-Franche-Comté,F,60 ans ou plus,,485529,
2025,Bourgogne-Franche-Comté,M,20-24 ans,4,78498,510
2025,Bourgogne-Franche-Comté,M,25-29 ans,2,73734,270
2025,Bourgogne-Franche-Comté,M,30-34 ans,4,74506,540
2025,Bourgogne-Franche-Comté,M,35-39 ans,1,79640,130
2025,Bourgogne-Franche-Comté,M,40-44 ans,,84049,
2025,Bourgogne-Franche-Comté,M,45-49 ans,1,79969,130
2025,Bourgogne-Franche-Comté,M,50-54 ans,,91657,
2025,Bourgogne-Franche-Comté,M,55-59 ans,1,93347,110
2025,Bourgogne-Franche-Comté,M,60 ans ou plus,,397082,
2025,Bourgogne-Franche-Comté,Total,20-24 ans,4,148215,270
2025,Bourgogne-Franche-Comté,Total,25-29 ans,3,143106,210
2025,Bourgogne-Franche-Comté,Total,30-34 ans,6,147547,410
2025,Bourgogne-Franche-Comté,Total,35-39 ans,3,161686,190
2025,Bourgogne-Franche-Comté,Total,40-44 ans,,168884,
2025,Bourgogne-Franche-Comté,Total,45-49 ans,2,160648,120
2025,Bourgogne-Franche-Comté,Total,50-54 ans,,184972,
2025,Bourgogne-Franche-Comté,Total,55-59 ans,1,187953,50
2025,Bourgogne-Franche-Comté,Total,60 ans ou plus,,882611,
2025,Bretagne,F,20-24 ans,,89553,
2025,Bretagne,F,25-29 ans,,86667,
2025,Bretagne,F,30-34 ans,4,92821,430
2025,Bretagne,F,35-39 ans,,102090,
2025,Bretagne,F,40-44 ans,1,107887,90
2025,Bretagne,F,45-49 ans,3,102788,290
2025,Bretagne,F,50-54 ans,,116664,
2025,Bretagne,F,55-59 ans,,115175,
2025,Bretagne,F,60 ans ou plus,1,597567,20
2025,Bretagne,M,20-24 ans,3,97837,310
2025,Bretagne,M,25-29 ans,3,91559,330
2025,Bretagne,M,30-34 ans,4,93638,430
2025,Bretagne,M,35-39 ans,4,100783,400
2025,Bretagne,M,40-44 ans,4,105656,380
2025,Bretagne,M,45-49 ans,,102495,
2025,Bretagne,M,50-54 ans,1,117257,90
2025,Bretagne,M,55-59 ans,1,111552,90
2025,Bretagne,M,60 ans ou plus,,481196,
2025,Bretagne,Non renseigne,60 ans ou plus,1,1078763,10
2025,Bretagne,Total,20-24 ans,3,187390,160
2025,Bretagne,Total,25-29 ans,3,178226,170
2025,Bretagne,Total,30-34 ans,8,186459,430
2025,Bretagne,Total,35-39 ans,4,202873,200
2025,Bretagne,Total,40-44 ans,5,213543,230
2025,Bretagne,Total,45-49 ans,3,205283,150
2025,Bretagne,Total,50-54 ans,1,233921,40
2025,Bretagne,Total,55-59 ans,1,226727,40
2025,Bretagne,Total,60 ans ou plus,2,1078763,20
2025,Centre-Val de Loire,F,20-24 ans,,63918,
2025,Centre-Val de Loire,F,25-29 ans,3,65000,460
2025,Centre-Val de Loire,F,30-34 ans,3,69792,430
2025,Centre-Val de Loire,F,35-39 ans,1,77328,130
